id,name,doi,paragraph,synonyms,language,authors
431,onnx,10.1007/s42452-021-04588-3,"After that, we used the onnx tool, onnx-TensorRT tool, to convert onnx to TensorRT",ONN,,"Gaspar Ramôa,Vasco Lopes,Luı́s A. Alexandre,S. Mogo"
432,openrouteservice,10.3389/fped.2020.00395,"Due to the limit in travel data requests per time when using openrouteservice, we calculated travel time and distance from a random sample of about 28% of the random points of each country (Germany: 100,000 points; Ireland: 20,000 points; UK: 70,000 points) to the nearest provider for each type of pediatric service","Openrouteservice,Open Route Services,OnRouteService,openrouteservice",,"Nicolas Terliesner,Dariusz Lesniowski,Alexandra Krasnikova,Martin Körte,Mirjam Terliesner,Marcus Mall,Katalin Dittrich"
433,openrouteservice,10.3389/fped.2020.00395,"Then, using openrouteservice, we calculated travel time and travel distance by car from each random point to the nearest provider of each service","Openrouteservice,Open Route Services,OnRouteService,openrouteservice",,"Nicolas Terliesner,Dariusz Lesniowski,Alexandra Krasnikova,Martin Körte,Mirjam Terliesner,Marcus Mall,Katalin Dittrich"
434,optrees,10.1371/journal.pone.0188972,"To establish the strain comparison order, we constructed a minimum spanning tree (MST) based on the donor region size and location with a custom R-script following the previously published pseudocode [19] supplemented with the R software package optrees [20] and igraph",,R,"Cailu Lin,Brad D. Fesi,Michael Marquis,Natalia P. Bosak,Anna Lysenko,Mohammed Amin Koshnevisan,Fujiko Duke,Maria L. Theodorides,Theodore M. Nelson,Amanda H. McDaniel,Mauricio Avigdor,Charles J. Arayata,Lauren Shaw,Alexander A. Bachmanov,Danielle R. Reed"
435,osmdata,10.1038/s41598-021-82145-z,R package: osmdata,"R package “osmdata”,R package osmdata",R,"Emily J. Wilkins,Peter D. Howe,Jordan W. Smith"
436,osmdata,10.3390/ijerph17062099,The “osmdata” queries containing keys and values for each mode of transport are listed in annex B,"R package “osmdata”,R package osmdata",,"Martin Otto Paul Ramacher,Matthias Karl"
437,panda,10.1186/s13073-021-00904-z,"Other requirements: PLINK v1.9; R packages: shiny, shinyjs, DT, RSQLite, ggplot2, heatmaply, plotly, future; Python packages: panda, scipy, joblib, tqdm, sqlite","PANDAseq,PANDA GRN,Pandas”,panda: pipeline for analyzing brain diffusion images,PANDAseq2,ANDA,PANDA+,PANDASEQ,Pandat,pandaCam,Panda3D,PANDA-T1ρ,Pandda,PANDAR,PANDAS,pandas,PANDA),Pandas4,PandaT,PANDA seq,pandaseq,pandaR,Pandanus,PandaX-II,panda,pandas®,PANDAT,Pandaset,Pandaæsim,Pandas32,pandas0,PANDANA,PANDAse,PANDA (Pipeline for Analyzing braiN Diffusion imAges),PANDA: a pipeline tool for diffusion MRI,PAND,PANDABox,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDASeq2,PandaS,PandaEPL,PANDASeq,PANDAseq),rpanda,pipeline for analyzing brain diffusion images,Pandat®,Mpanda,RPANDA,PANDAs,Panda-seq,PandaSeq2,Pandas,PandaSeq,iPANDA,PANDAbox,panda-tool,Pandas-0,Pandas©,Pipeline for Analyzing braiN Diffusion imAges,pandaSeq,Pandaseq,PANDA: Pipeline for Analyzing braiN Diffusion imAges,Pand,PandaX,pandda,PANDAA,iPanda,Panda3d,panda (pipeline for analyzing brain diffusion images)",Python,"Liuyang Wang,Thomas J. Balmat,Alejandro L. Antonia,Florica J. Constantine,Ricardo Henao,Thomas W. Burke,Andy Ingham,Micah T. McClain,Ephraim L. Tsalik,Emily R. Ko,Geoffrey S. Ginsburg,Mark R. DeLong,Xiling Shen,Christopher W. Woods,Elizabeth R. Hauser,Dennis C. Ko"
438,panda,10.1371/journal.pone.0228422,1: Load the data using read_csv() function of panda library,"PANDAseq,PANDA GRN,Pandas”,panda: pipeline for analyzing brain diffusion images,PANDAseq2,ANDA,PANDA+,PANDASEQ,Pandat,pandaCam,Panda3D,PANDA-T1ρ,Pandda,PANDAR,PANDAS,pandas,PANDA),Pandas4,PandaT,PANDA seq,pandaseq,pandaR,Pandanus,PandaX-II,panda,pandas®,PANDAT,Pandaset,Pandaæsim,Pandas32,pandas0,PANDANA,PANDAse,PANDA (Pipeline for Analyzing braiN Diffusion imAges),PANDA: a pipeline tool for diffusion MRI,PAND,PANDABox,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDASeq2,PandaS,PandaEPL,PANDASeq,PANDAseq),rpanda,pipeline for analyzing brain diffusion images,Pandat®,Mpanda,RPANDA,PANDAs,Panda-seq,PandaSeq2,Pandas,PandaSeq,iPANDA,PANDAbox,panda-tool,Pandas-0,Pandas©,Pipeline for Analyzing braiN Diffusion imAges,pandaSeq,Pandaseq,PANDA: Pipeline for Analyzing braiN Diffusion imAges,Pand,PandaX,pandda,PANDAA,iPanda,Panda3d,panda (pipeline for analyzing brain diffusion images)",,"Md. Raihan-Al-Masud,M. Rubaiyat Hossain Mondal"
439,panda,10.3389/fcvm.2021.619386,"We used Python version 3.7 as the basic language of the whole model and call numpy, panda, sklearn, xgboost, and Matplotlib libraries to process and model the data","PANDAseq,PANDA GRN,Pandas”,panda: pipeline for analyzing brain diffusion images,PANDAseq2,ANDA,PANDA+,PANDASEQ,Pandat,pandaCam,Panda3D,PANDA-T1ρ,Pandda,PANDAR,PANDAS,pandas,PANDA),Pandas4,PandaT,PANDA seq,pandaseq,pandaR,Pandanus,PandaX-II,panda,pandas®,PANDAT,Pandaset,Pandaæsim,Pandas32,pandas0,PANDANA,PANDAse,PANDA (Pipeline for Analyzing braiN Diffusion imAges),PANDA: a pipeline tool for diffusion MRI,PAND,PANDABox,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDASeq2,PandaS,PandaEPL,PANDASeq,PANDAseq),rpanda,pipeline for analyzing brain diffusion images,Pandat®,Mpanda,RPANDA,PANDAs,Panda-seq,PandaSeq2,Pandas,PandaSeq,iPANDA,PANDAbox,panda-tool,Pandas-0,Pandas©,Pipeline for Analyzing braiN Diffusion imAges,pandaSeq,Pandaseq,PANDA: Pipeline for Analyzing braiN Diffusion imAges,Pand,PandaX,pandda,PANDAA,iPanda,Panda3d,panda (pipeline for analyzing brain diffusion images)",Python,"Dongmei Wu,Qiuju Yang,Baohua Su,Hao Jia,MA Hui-rong,Weilan Yuan,Junhui Gao,Feifei Ding,Yue Xu,Huifeng Wang,Jiangman Zhao,Bingqiang Li"
440,panda,10.3389/fnbeh.2021.709775,"The following data analysis and visualization was performed with R (R Core Team, 2020; version 3.4.2) and Python (version 3.8), using the panda package (version 1.2.3).","PANDAseq,PANDA GRN,Pandas”,panda: pipeline for analyzing brain diffusion images,PANDAseq2,ANDA,PANDA+,PANDASEQ,Pandat,pandaCam,Panda3D,PANDA-T1ρ,Pandda,PANDAR,PANDAS,pandas,PANDA),Pandas4,PandaT,PANDA seq,pandaseq,pandaR,Pandanus,PandaX-II,panda,pandas®,PANDAT,Pandaset,Pandaæsim,Pandas32,pandas0,PANDANA,PANDAse,PANDA (Pipeline for Analyzing braiN Diffusion imAges),PANDA: a pipeline tool for diffusion MRI,PAND,PANDABox,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDASeq2,PandaS,PandaEPL,PANDASeq,PANDAseq),rpanda,pipeline for analyzing brain diffusion images,Pandat®,Mpanda,RPANDA,PANDAs,Panda-seq,PandaSeq2,Pandas,PandaSeq,iPANDA,PANDAbox,panda-tool,Pandas-0,Pandas©,Pipeline for Analyzing braiN Diffusion imAges,pandaSeq,Pandaseq,PANDA: Pipeline for Analyzing braiN Diffusion imAges,Pand,PandaX,pandda,PANDAA,iPanda,Panda3d,panda (pipeline for analyzing brain diffusion images)",Python,"Pia Kahnau,Anja Guenther,Marcus N. Boon,Janine Denise Terzenbach,Eric Hanitzsch,Lars Lewejohann,Vera Brust"
441,panda,10.3389/fphys.2017.00354,"Bio-analysis was performed under Ubuntu 16.04 LTS Docker image (Hung et al., 2016) within a custom Python (Python Software Foundation, 2015) scripts using the packages biopython, pyexcel, csv, collection, panda, and matplotlib and R v3.3.1 (R Core Team, 2016) scripts within the ggplot2 and plotrix libraries","PANDAseq,PANDA GRN,Pandas”,panda: pipeline for analyzing brain diffusion images,PANDAseq2,ANDA,PANDA+,PANDASEQ,Pandat,pandaCam,Panda3D,PANDA-T1ρ,Pandda,PANDAR,PANDAS,pandas,PANDA),Pandas4,PandaT,PANDA seq,pandaseq,pandaR,Pandanus,PandaX-II,panda,pandas®,PANDAT,Pandaset,Pandaæsim,Pandas32,pandas0,PANDANA,PANDAse,PANDA (Pipeline for Analyzing braiN Diffusion imAges),PANDA: a pipeline tool for diffusion MRI,PAND,PANDABox,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDASeq2,PandaS,PandaEPL,PANDASeq,PANDAseq),rpanda,pipeline for analyzing brain diffusion images,Pandat®,Mpanda,RPANDA,PANDAs,Panda-seq,PandaSeq2,Pandas,PandaSeq,iPANDA,PANDAbox,panda-tool,Pandas-0,Pandas©,Pipeline for Analyzing braiN Diffusion imAges,pandaSeq,Pandaseq,PANDA: Pipeline for Analyzing braiN Diffusion imAges,Pand,PandaX,pandda,PANDAA,iPanda,Panda3d,panda (pipeline for analyzing brain diffusion images)",R,"Rahim Dad,Li Wang,Najla Ben Hassine,Jing Cao,Hira Sajjad Talpur,Di Wu,Chunjie Huang,Zia Ur Rehman,Dinesh Bhattarai,Li–Jun Huo"
442,pandas,10.1021/acsomega.1c00991,"All calculations were done in a Python environment using the numpy, pandas, and ase packages for basic data manipulation and structure file handling; plotting was done with matplotlib","PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",Python,"Felix Mayr,Alessio Gagliardi"
443,pandas,10.1038/s41598-019-44839-3,"Data processing was performed using Python, and third party libraries such as NumPy, pandas, scikit-image and scikit-learn.","PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",Python,"Joachim Krois,Thomas Ekert,Leonie Meinhold,Tatiana Golla,Basel Kharbot,Agnes Wittemeier,Christof E. Dörfer,Falk Schwendicke"
444,pandas,10.1038/s41598-020-72174-5,Additional packages used are pandas 0.23.4 for handling and analysis of data and PyBioMed-1.0 package for accessing the AAindex data,"PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",,"Andre Then,Karel Mácha,Bashar Ibrahim,Stefan Schuster"
445,pandas,10.1099/acmi.0.000129,"Analysis was performed in Python, utilizing the Biopython [7]⁠ and pandas [8]⁠ libraries.","PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",Python,"Damien Farrell,Joseph Crispell,Stephen V. Gordon"
446,pandas,10.1107/S2053273319011446,"The pairing of acentric anomalous reflections was performed by an algorithm developed in the Python programming language with the libraries cctbx, pandas, NumPy and SciPy","PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",Python,"María-José García-Bonete,Gergely Katona"
447,pandas,10.1107/S2053273319011446,The pandas library was used to store and search among the large number of paired and unpaired reflection data obtained from the different crystals and data collection methods.,"PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",,"María-José García-Bonete,Gergely Katona"
448,pandas,10.1107/S2059798317007707,"The pandas software library (http://pandas.pydata.org/) was used for statistical analyses and the mmLib library for the superimpositions of dinucleotides (Painter & Merritt, 2004 ▸)","PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",,"T. Sunami,Toshiyuki Chatake,Hidetoshi Kono"
449,pandas,10.1186/1476-072X-13-11,Statistics were computed using the open-source Python statsmodels and pandas packages.,"PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",Python,"Crispin Cooper,David Fone,Alain Chiaradia"
450,pandas,10.1186/s12859-015-0608-y,"○ external dependences: python 2.7, numpy (> = 1.7), pandas","PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",Python,"Carles Hernández-Ferrer,Inés Quintela,Katharina Danielski,Ãngel Carracedo,Luis A. Pérez‐Jurado,Juan R. González"
451,pandas,10.1186/s12864-019-5924-6,I used this binary table to calculate the Hamming distance [11] between all strains in Python using pandas and the scipy spatial packages.,"PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",Python,Elisha Roberson
452,pandas,10.1186/s12911-019-0805-0,"All analyses were performed using Python version 2.7 and relevant open-source libraries: scikit-learn, scipy, pandas and numpy.","PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",Python,"Maria Pikoula,Jennifer K Quint,Francis Nissen,Harry Hemingway,Liam Smeeth,Spiros Denaxas"
453,pandas,10.1186/s40478-018-0574-5,"The network was generated using the python programming language (Python Software Foundation), and the networkx, numpy, and pandas python packages.","PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",Python,"Brandon F. Maziuk,Daniel J. Apicco,Anna Lourdes Cruz,Lulu Jiang,Peter E.A. Ash,Edroaldo Lummertz da Rocha,Cheng Zhang,Wen H. Yu,John Leszyk,Jose F. Abisambra,Li Hu,Benjamin Wolozin"
454,pandas,10.1371/journal.pone.0230416,"The processing pipeline, including DAS classification, as well as the descriptive part below were all developed in Python [32], mainly relying on the following libraries or tools: scipy [33], scikit-learn [34], pandas [35], numpy [36], nltk [37], matplotlib [38], seaborn [39], gensim [40], beautifulsoup (https://www.crummy.com/software/BeautifulSoup), TextBlob (https://github.com/sloria/textblob) and pymongo (MongoDB, https://www.mongodb.com).","PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",Python,"Giovanni Colavizza,Iain Hrynaszkiewicz,Isla Staden,Kirstie Whitaker,Barbara McGillivray"
455,pandas,10.2196/13962,Dropout and step count data were preprocessed using Python (mainly the pandas and matplotlib packages) to generate graphs and format the data into a suitable format for R,"PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",Python,"Luciano H. O. Santos,Kazuya Okamoto,Silvana Schwerz Funghetto,Adriana Schüler Cavalli,Shusuke Hiragi,Goshiro Yamamoto,Osamu Sugiyama,Carla D. Castanho,Tomoki Aoyama,Tomohiro Kuroda"
456,pandas,10.3390/cancers13061315,Data preprocessing was done in python (version 3.8.3) using the numpy (version 1.18.5) and pandas (version 1.0.5) packages,"PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",Python,"Paul Windisch,Jörg‐Christian Tonn,Christoph Fürweger,Felix Ehret,Berndt Wowra,Markus Kufeld,Christian Schichor,Alexander Muacevic"
