id,name,doi,paragraph,authors_oa,authors,url (ground truth),annotator,comments,candidate_urls,language,synonyms,metadata_name,metadata_authors,metadata_keywords,metadata_description,metadata_language
415,ngCGH,10.18632/oncotarget.23975,The ngCGH python package was used to generate aCGH-like data from whole exome sequencing (WES),"https://openalex.org/A5087616873,https://openalex.org/A5100750421,https://openalex.org/A5108794527,https://openalex.org/A5016697158,https://openalex.org/A5111551369,https://openalex.org/A5103792445,https://openalex.org/A5015928840,https://openalex.org/A5064912744,https://openalex.org/A5110051101,https://openalex.org/A5100742496,https://openalex.org/A5067997284,https://openalex.org/A5027525615,https://openalex.org/A5024064590,https://openalex.org/A5101697534,https://openalex.org/A5090117550","Doo‐Sik Kong,Junhyung Kim,Gyu-Ha Ryu,Hye Jin You,Joon Kyung Sung,Yong Hee Han,Hye-mi Shin,In‐Hee Lee,Sung-Tae Kim,Chul‐Kee Park,Seung Hong Choi,Jeong Won Choi,Ho Jun Seol,Jung-Il Lee,Do‐Hyun Nam","https://pypi.org/project/ngCGH/, http://github.com/seandavi/ngCGH",JelenaDuric,,nan,Python,ngCGH python,,,,,
416,nlsic,10.1371/journal.pcbi.1007799,The objective function h is minimized using the nlsic optimization algorithm [10] (with 50 iterations),"https://openalex.org/A5077889864,https://openalex.org/A5063260086,https://openalex.org/A5055604616,https://openalex.org/A5034719272,https://openalex.org/A5000112159,https://openalex.org/A5070865060","Pierre Millard,Uwe Schmitt,Patrick Kiefer,Julia A. Vorholt,Stéphanie Heux,Jean‐Charles Portais","https://cran.r-project.org/package=nlsic, https://github.com/MathsCell/nlsic, https://github.com/cran/nlsic",JelenaDuric,,nan,,"nlsi,LSIC",,,,,
417,nlsic,10.3390/metabo10040150,The objective function (defined as the sum of squared weighted differences between measured and simulated data) was minimized using the nlsic optimization algorithm [63],"https://openalex.org/A5050620266,https://openalex.org/A5001133114,https://openalex.org/A5044661663,https://openalex.org/A5070781456,https://openalex.org/A5077889864,https://openalex.org/A5083505378","Younès Dellero,Maud Heuillet,Nathalie Marnet,Floriant Bellvert,Pierre Millard,Alain Bouchereau","https://cran.r-project.org/package=nlsic, https://github.com/MathsCell/nlsic, https://github.com/cran/nlsic",JelenaDuric,,nan,,"nlsi,LSIC",,,,,
418,nolds,10.1038/s41598-018-24318-x,"SampE and DFA were computed using publicly available software “Nonlinear measures for dynamical systems” or nolds, version 0.3.2, which can be downloaded from (https://pypi.python.org/pypi/nolds).","https://openalex.org/A5006710937,https://openalex.org/A5049663620,https://openalex.org/A5063973728","William J. Bosl,Helen Tager‐Flusberg,Charles A. Nelson","https://pypi.org/project/nolds/, https://github.com/CSchoel/nolds",JelenaDuric,,nan,Python,Nold,,,,,
419,nolds,10.3390/e20120962,We performed self-similarity analysis of epileptic EEG datasets by extracting their Hurst exponent through the standard rescaled range approach [38] ( function of Python’s nolds library),"https://openalex.org/A5080711096,https://openalex.org/A5054675649,https://openalex.org/A5066561961,https://openalex.org/A5073875594","Amir Omidvarnia,Mostefa Mesbah,Mangor Pedersen,Graeme D. Jackson","https://pypi.org/project/nolds/, https://github.com/CSchoel/nolds",JelenaDuric,,nan,Python,Nold,,,,,
420,nolds,10.3390/e20120962,"We simulated fBm signals using the Cholesky decomposition method [37] ( function of Python’s nolds library) at a Hurst exponent of H = 0.75 and five scaling coefficients D = 0.001, 0.01, 1, 10, and 100, where the value of D = 1 leads to the original form of fBm","https://openalex.org/A5080711096,https://openalex.org/A5054675649,https://openalex.org/A5066561961,https://openalex.org/A5073875594","Amir Omidvarnia,Mostefa Mesbah,Mangor Pedersen,Graeme D. Jackson","https://pypi.org/project/nolds/, https://github.com/CSchoel/nolds",JelenaDuric,,nan,Python,Nold,,,,,
421,numpy,10.1038/s41598-017-13828-9,"To use the code, one requires a Python 3 interpreter, as well as the numpy, scipy and pandas Python modules","https://openalex.org/A5023611475,https://openalex.org/A5101893553,https://openalex.org/A5005166809","Diana Suleimenova,David Bell,Derek Groen","https://pypi.org/project/numpy/, https://github.com/numpy/numpy",JelenaDuric,,nan,Python,"numpydoc,NumPy/C,NumPy-1,numpy1,NumPy for,numpy15,numpy39,numpy Python package,NumPy3,Numpy≥1,NumPyDoc,numpy Python library,NumP,NUMP,numpy.fft,Numpy3,NumPy1,numpy-1,NumPy8,NumPy4344,Numpy1,NumPy V,Numpy©,numpy67,numpy®,Gnumpy,Numpy API,numpyc,Python numpy,numpy python,numpy,numpy python package",,,,,
422,numpy,10.1038/s41598-019-44272-6,"We simulated one single admixture event from Southern Ural/West Siberian to both Indo-European and Hungarian Sekler populations occurring 30 generations ago, with same unknown amount of admixture [using numpy.random.random_sample] and then randomly drifted for 30 generations","https://openalex.org/A5052722450,https://openalex.org/A5055147105,https://openalex.org/A5021927788,https://openalex.org/A5057806403,https://openalex.org/A5103122382,https://openalex.org/A5014758692,https://openalex.org/A5063198288,https://openalex.org/A5091399630,https://openalex.org/A5020775311,https://openalex.org/A5005542782,https://openalex.org/A5013273051,https://openalex.org/A5015103512,https://openalex.org/A5081209814,https://openalex.org/A5058282202,https://openalex.org/A5078963278,https://openalex.org/A5112203950,https://openalex.org/A5076155453,https://openalex.org/A5056308153","Helen Post,Endre Németh,László Klima,Rodrigo Flores,Tibor Fehér,Attila Türk,Gábor J. Székely,Hovhannes Sahakyan,Mayukh Mondal,Francesco Montinaro,Monika Karmin,Lauri Saag,Bayazit Yunusbayev,Э. К. Хуснутдинова,Ene Metspalu,Richard Villems,Kristiina Tambets,Siiri Rootsi","https://pypi.org/project/numpy/, https://github.com/numpy/numpy",JelenaDuric,,nan,,"numpydoc,NumPy/C,NumPy-1,numpy1,NumPy for,numpy15,numpy39,numpy Python package,NumPy3,Numpy≥1,NumPyDoc,numpy Python library,NumP,NUMP,numpy.fft,Numpy3,NumPy1,numpy-1,NumPy8,NumPy4344,Numpy1,NumPy V,Numpy©,numpy67,numpy®,Gnumpy,Numpy API,numpyc,Python numpy,numpy python,numpy,numpy python package",,,,,
423,numpy,10.1098/rstb.2013.0067,"2.7.3 (http://www.python.org) with its numpy, scipy and pylab extension modules","https://openalex.org/A5079544909,https://openalex.org/A5029730228,https://openalex.org/A5007588886,https://openalex.org/A5068224973","Bernard Marius ‘t Hart,Hannah Claudia Elfriede Fanny Schmidt,Ingo Klein-Harmeyer,Wolfgang Einhäuser","https://pypi.org/project/numpy/, https://github.com/numpy/numpy",JelenaDuric,,nan,Python,"numpydoc,NumPy/C,NumPy-1,numpy1,NumPy for,numpy15,numpy39,numpy Python package,NumPy3,Numpy≥1,NumPyDoc,numpy Python library,NumP,NUMP,numpy.fft,Numpy3,NumPy1,numpy-1,NumPy8,NumPy4344,Numpy1,NumPy V,Numpy©,numpy67,numpy®,Gnumpy,Numpy API,numpyc,Python numpy,numpy python,numpy,numpy python package",,,,,
424,numpy,10.1128/mBio.03221-19,"The pipeline was written in Python3 with packages pandas, numpy, Biopython, pybedtools, pyBigWig, and pysam","https://openalex.org/A5053213516,https://openalex.org/A5027183819,https://openalex.org/A5079154247,https://openalex.org/A5101835206,https://openalex.org/A5020556769,https://openalex.org/A5072088715,https://openalex.org/A5063545607","Guy E. Townsend,Weiwei Han,Nathan D. Schwalm,Xinyu Hong,Natasha A. Bencivenga-Barry,Andrew L. Goodman,Eduardo A. Groisman","https://pypi.org/project/numpy/, https://github.com/numpy/numpy",JelenaDuric,,nan,,"numpydoc,NumPy/C,NumPy-1,numpy1,NumPy for,numpy15,numpy39,numpy Python package,NumPy3,Numpy≥1,NumPyDoc,numpy Python library,NumP,NUMP,numpy.fft,Numpy3,NumPy1,numpy-1,NumPy8,NumPy4344,Numpy1,NumPy V,Numpy©,numpy67,numpy®,Gnumpy,Numpy API,numpyc,Python numpy,numpy python,numpy,numpy python package",,,,,
425,numpy,10.1186/s12864-019-6436-0,"0.22.0), numpy (v","https://openalex.org/A5051220504,https://openalex.org/A5068820428,https://openalex.org/A5048068282,https://openalex.org/A5062235012","Karol Szlachta,Heather M. Raimer,Laurey Comeau,Yuh‐Hwa Wang","https://pypi.org/project/numpy/, https://github.com/numpy/numpy",JelenaDuric,,nan,,"numpydoc,NumPy/C,NumPy-1,numpy1,NumPy for,numpy15,numpy39,numpy Python package,NumPy3,Numpy≥1,NumPyDoc,numpy Python library,NumP,NUMP,numpy.fft,Numpy3,NumPy1,numpy-1,NumPy8,NumPy4344,Numpy1,NumPy V,Numpy©,numpy67,numpy®,Gnumpy,Numpy API,numpyc,Python numpy,numpy python,numpy,numpy python package",,,,,
426,numpy,10.1371/journal.pcbi.1007113,"All statistical analyses and data visualization were performed using Jupyter Notebook [64] and Python 2.7, and the following packages: scipy.stats, numpy [65], pandas [66], matplotlib [67], mpl_toolkits, matplotlib_venn, seaborn, statsmodels.stats.multitest.fdrcorrection, mygene [68,69], sklearn.decomposition.PCA [59], sklearn.preprocessing.StandardScaler.","https://openalex.org/A5014794521,https://openalex.org/A5078768179,https://openalex.org/A5005990188,https://openalex.org/A5077085914,https://openalex.org/A5063001738,https://openalex.org/A5012991069","Claire Bomkamp,Shreejoy J. Tripathy,Carolina Bengtsson Gonzales,Jens Hjerling‐Leffler,Ann Marie Craig,Paul Pavlidis","https://pypi.org/project/numpy/, https://github.com/numpy/numpy",JelenaDuric,,nan,Python,"numpydoc,NumPy/C,NumPy-1,numpy1,NumPy for,numpy15,numpy39,numpy Python package,NumPy3,Numpy≥1,NumPyDoc,numpy Python library,NumP,NUMP,numpy.fft,Numpy3,NumPy1,numpy-1,NumPy8,NumPy4344,Numpy1,NumPy V,Numpy©,numpy67,numpy®,Gnumpy,Numpy API,numpyc,Python numpy,numpy python,numpy,numpy python package",,,,,
427,numpy,10.1371/journal.pgen.1009774,"Bioinformatic analyses were done using Python 3.6 and the following packages: numpy 1.18.1, pandas 1.0.3 and matplotlib 3.1.3","https://openalex.org/A5073555059,https://openalex.org/A5034591110,https://openalex.org/A5014211932,https://openalex.org/A5042454677,https://openalex.org/A5040675375,https://openalex.org/A5034714637,https://openalex.org/A5048236897","Payel Ganguly,Landiso Madonsela,Jesse T. Chao,Christopher Loewen,Timothy P. O’Connor,Esther M. Verheyen,Douglas W. Allan","https://pypi.org/project/numpy/, https://github.com/numpy/numpy",JelenaDuric,,nan,Python,"numpydoc,NumPy/C,NumPy-1,numpy1,NumPy for,numpy15,numpy39,numpy Python package,NumPy3,Numpy≥1,NumPyDoc,numpy Python library,NumP,NUMP,numpy.fft,Numpy3,NumPy1,numpy-1,NumPy8,NumPy4344,Numpy1,NumPy V,Numpy©,numpy67,numpy®,Gnumpy,Numpy API,numpyc,Python numpy,numpy python,numpy,numpy python package",,,,,
428,numpy,10.1371/journal.pone.0206193,"All scripts were coded in Matlab and Python using statistics libraries (numpy, pylab, scilab and matplotlib)","https://openalex.org/A5059228304,https://openalex.org/A5091781295,https://openalex.org/A5022001331,https://openalex.org/A5031809595,https://openalex.org/A5001500450","Axel Séguret,Bertrand Collignon,Léo Cazenille,Yohann Chemtob,José Halloy","https://pypi.org/project/numpy/, https://github.com/numpy/numpy",JelenaDuric,,nan,Python,"numpydoc,NumPy/C,NumPy-1,numpy1,NumPy for,numpy15,numpy39,numpy Python package,NumPy3,Numpy≥1,NumPyDoc,numpy Python library,NumP,NUMP,numpy.fft,Numpy3,NumPy1,numpy-1,NumPy8,NumPy4344,Numpy1,NumPy V,Numpy©,numpy67,numpy®,Gnumpy,Numpy API,numpyc,Python numpy,numpy python,numpy,numpy python package",,,,,
429,numpy,10.1371/journal.pone.0218966,"Our algorithm is presented in Algorithm 1, which was developed in Python 3.6.1 with the packages pandas 0.20.3 and numpy 1.13.1.","https://openalex.org/A5018619730,https://openalex.org/A5034445134,https://openalex.org/A5000370051,https://openalex.org/A5031316086,https://openalex.org/A5047915893,https://openalex.org/A5046228322","Luana Fragoso,Tuhin Paul,Flaviu Vadan,Kevin G. Stanley,Scott Bell,Nathaniel Osgood","https://pypi.org/project/numpy/, https://github.com/numpy/numpy",JelenaDuric,,nan,Python,"numpydoc,NumPy/C,NumPy-1,numpy1,NumPy for,numpy15,numpy39,numpy Python package,NumPy3,Numpy≥1,NumPyDoc,numpy Python library,NumP,NUMP,numpy.fft,Numpy3,NumPy1,numpy-1,NumPy8,NumPy4344,Numpy1,NumPy V,Numpy©,numpy67,numpy®,Gnumpy,Numpy API,numpyc,Python numpy,numpy python,numpy,numpy python package",,,,,
430,numpy,10.7717/peerj.4925,"AMPtk is written in Python and relies on several modules: edlib (Šošic & Šikic, 2017), biopython (Cock et al., 2009), biom-format (McDonald et al., 2012), pandas (McKinney, 2010), numpy (van der Walt, Colbert & Varoquaux, 2011), and matplotlib modules (Hunter, 2007)","https://openalex.org/A5089606692,https://openalex.org/A5016226368,https://openalex.org/A5025711268,https://openalex.org/A5043890333","Jonathan Palmer,Michelle A. Jusino,Mark T. Banik,Daniel L. Lindner","https://pypi.org/project/numpy/, https://github.com/numpy/numpy",JelenaDuric,,nan,Python,"numpydoc,NumPy/C,NumPy-1,numpy1,NumPy for,numpy15,numpy39,numpy Python package,NumPy3,Numpy≥1,NumPyDoc,numpy Python library,NumP,NUMP,numpy.fft,Numpy3,NumPy1,numpy-1,NumPy8,NumPy4344,Numpy1,NumPy V,Numpy©,numpy67,numpy®,Gnumpy,Numpy API,numpyc,Python numpy,numpy python,numpy,numpy python package",,,,,
431,onnx,10.1007/s42452-021-04588-3,"After that, we used the onnx tool, onnx-TensorRT tool, to convert onnx to TensorRT","https://openalex.org/A5056380321,https://openalex.org/A5037622759,https://openalex.org/A5009791474,https://openalex.org/A5002180698","Gaspar Ramôa,Vasco Lopes,Luı́s A. Alexandre,S. Mogo","https://pypi.org/project/onnx/, https://github.com/onnx/onnx",JelenaDuric,,nan,,ONN,,,,,
432,openrouteservice,10.3389/fped.2020.00395,"Due to the limit in travel data requests per time when using openrouteservice, we calculated travel time and distance from a random sample of about 28% of the random points of each country (Germany: 100,000 points; Ireland: 20,000 points; UK: 70,000 points) to the nearest provider for each type of pediatric service","https://openalex.org/A5066836428,https://openalex.org/A5060574884,https://openalex.org/A5037004917,https://openalex.org/A5080547447,https://openalex.org/A5079033442,https://openalex.org/A5047681000,https://openalex.org/A5051538076","Nicolas Terliesner,Dariusz Lesniowski,Alexandra Krasnikova,Martin Körte,Mirjam Terliesner,Marcus Mall,Katalin Dittrich","https://pypi.org/project/openrouteservice/, https://github.com/GIScience/openrouteservice-py",JelenaDuric,,nan,,"Openrouteservice,Open Route Services,OnRouteService,openrouteservice",,,,,
433,openrouteservice,10.3389/fped.2020.00395,"Then, using openrouteservice, we calculated travel time and travel distance by car from each random point to the nearest provider of each service","https://openalex.org/A5066836428,https://openalex.org/A5060574884,https://openalex.org/A5037004917,https://openalex.org/A5080547447,https://openalex.org/A5079033442,https://openalex.org/A5047681000,https://openalex.org/A5051538076","Nicolas Terliesner,Dariusz Lesniowski,Alexandra Krasnikova,Martin Körte,Mirjam Terliesner,Marcus Mall,Katalin Dittrich","https://pypi.org/project/openrouteservice/, https://github.com/GIScience/openrouteservice-py",JelenaDuric,,nan,,"Openrouteservice,Open Route Services,OnRouteService,openrouteservice",,,,,
434,optrees,10.1371/journal.pone.0188972,"To establish the strain comparison order, we constructed a minimum spanning tree (MST) based on the donor region size and location with a custom R-script following the previously published pseudocode [19] supplemented with the R software package optrees [20] and igraph","https://openalex.org/A5084531647,https://openalex.org/A5056320858,https://openalex.org/A5069199194,https://openalex.org/A5068490364,https://openalex.org/A5103581472,https://openalex.org/A5043017509,https://openalex.org/A5028309653,https://openalex.org/A5072477551,https://openalex.org/A5057139695,https://openalex.org/A5015528441,https://openalex.org/A5051435590,https://openalex.org/A5055210000,https://openalex.org/A5074094957,https://openalex.org/A5011758635,https://openalex.org/A5072175699","Cailu Lin,Brad D. Fesi,Michael Marquis,Natalia P. Bosak,Anna Lysenko,Mohammed Amin Koshnevisan,Fujiko Duke,Maria L. Theodorides,Theodore M. Nelson,Amanda H. McDaniel,Mauricio Avigdor,Charles J. Arayata,Lauren Shaw,Alexander A. Bachmanov,Danielle R. Reed","https://cran.r-project.org/web/packages/optrees/index.html, https://github.com/cran/optrees",JelenaDuric,,nan,R,,,,,,
435,osmdata,10.1038/s41598-021-82145-z,R package: osmdata,"https://openalex.org/A5049969488,https://openalex.org/A5044664261,https://openalex.org/A5065334432","Emily J. Wilkins,Peter D. Howe,Jordan W. Smith","https://cran.r-project.org/package=osmdata, https://github.com/ropensci/osmdata/, https://github.com/cran/osmdata",JelenaDuric,,nan,R,"R package “osmdata”,R package osmdata",,,,,
436,osmdata,10.3390/ijerph17062099,The “osmdata” queries containing keys and values for each mode of transport are listed in annex B,"https://openalex.org/A5049694240,https://openalex.org/A5027767264","Martin Otto Paul Ramacher,Matthias Karl","https://cran.r-project.org/package=osmdata, https://github.com/ropensci/osmdata/, https://github.com/cran/osmdata",JelenaDuric,,nan,,"R package “osmdata”,R package osmdata",,,,,
437,panda,10.1186/s13073-021-00904-z,"Other requirements: PLINK v1.9; R packages: shiny, shinyjs, DT, RSQLite, ggplot2, heatmaply, plotly, future; Python packages: panda, scipy, joblib, tqdm, sqlite","https://openalex.org/A5050576391,https://openalex.org/A5012522200,https://openalex.org/A5034504298,https://openalex.org/A5046381871,https://openalex.org/A5056639842,https://openalex.org/A5043654825,https://openalex.org/A5041138720,https://openalex.org/A5007702905,https://openalex.org/A5015577952,https://openalex.org/A5018629539,https://openalex.org/A5033033452,https://openalex.org/A5025823000,https://openalex.org/A5023687769,https://openalex.org/A5007833163,https://openalex.org/A5058776349,https://openalex.org/A5085654664","Liuyang Wang,Thomas J Balmat,Alejandro L. Antonia,Florica J. Constantine,Ricardo Henao,Thomas W. Burke,Andy Ingham,Micah T. McClain,Ephraim L. Tsalik,Emily R Ko,Geoffrey S. Ginsburg,Mark DeLong,Xiling Shen,Christopher W. Woods,Elizabeth R. Hauser,Dennis C. Ko","https://github.com/pandas-dev/pandas, https://pypi.org/project/pandas/",DanielGarijo,,nan,Python,"PANDAseq,PANDA GRN,Pandas”,panda: pipeline for analyzing brain diffusion images,PANDAseq2,ANDA,PANDA+,PANDASEQ,Pandat,pandaCam,Panda3D,PANDA-T1ρ,Pandda,PANDAR,PANDAS,pandas,PANDA),Pandas4,PandaT,PANDA seq,pandaseq,pandaR,Pandanus,PandaX-II,panda,pandas®,PANDAT,Pandaset,Pandaæsim,Pandas32,pandas0,PANDANA,PANDAse,PANDA (Pipeline for Analyzing braiN Diffusion imAges),PANDA: a pipeline tool for diffusion MRI,PAND,PANDABox,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDASeq2,PandaS,PandaEPL,PANDASeq,PANDAseq),rpanda,pipeline for analyzing brain diffusion images,Pandat®,Mpanda,RPANDA,PANDAs,Panda-seq,PandaSeq2,Pandas,PandaSeq,iPANDA,PANDAbox,panda-tool,Pandas-0,Pandas©,Pipeline for Analyzing braiN Diffusion imAges,pandaSeq,Pandaseq,PANDA: Pipeline for Analyzing braiN Diffusion imAges,Pand,PandaX,pandda,PANDAA,iPanda,Panda3d,panda (pipeline for analyzing brain diffusion images)",,,,,
438,panda,10.1371/journal.pone.0228422,1: Load the data using read_csv() function of panda library,"https://openalex.org/A5035552325,https://openalex.org/A5020643085","Md. Raihan-Al-Masud,M. Rubaiyat Hossain Mondal","https://github.com/pandas-dev/pandas, https://pypi.org/project/pandas/",DanielGarijo,,nan,,"PANDAseq,PANDA GRN,Pandas”,panda: pipeline for analyzing brain diffusion images,PANDAseq2,ANDA,PANDA+,PANDASEQ,Pandat,pandaCam,Panda3D,PANDA-T1ρ,Pandda,PANDAR,PANDAS,pandas,PANDA),Pandas4,PandaT,PANDA seq,pandaseq,pandaR,Pandanus,PandaX-II,panda,pandas®,PANDAT,Pandaset,Pandaæsim,Pandas32,pandas0,PANDANA,PANDAse,PANDA (Pipeline for Analyzing braiN Diffusion imAges),PANDA: a pipeline tool for diffusion MRI,PAND,PANDABox,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDASeq2,PandaS,PandaEPL,PANDASeq,PANDAseq),rpanda,pipeline for analyzing brain diffusion images,Pandat®,Mpanda,RPANDA,PANDAs,Panda-seq,PandaSeq2,Pandas,PandaSeq,iPANDA,PANDAbox,panda-tool,Pandas-0,Pandas©,Pipeline for Analyzing braiN Diffusion imAges,pandaSeq,Pandaseq,PANDA: Pipeline for Analyzing braiN Diffusion imAges,Pand,PandaX,pandda,PANDAA,iPanda,Panda3d,panda (pipeline for analyzing brain diffusion images)",,,,,
439,panda,10.3389/fcvm.2021.619386,"We used Python version 3.7 as the basic language of the whole model and call numpy, panda, sklearn, xgboost, and Matplotlib libraries to process and model the data","https://openalex.org/A5064560407,https://openalex.org/A5062802948,https://openalex.org/A5061511972,https://openalex.org/A5033739869,https://openalex.org/A5052895969,https://openalex.org/A5021948453,https://openalex.org/A5001487780,https://openalex.org/A5010254971,https://openalex.org/A5090414029,https://openalex.org/A5087757082,https://openalex.org/A5016028341,https://openalex.org/A5029444990","Dongmei Wu,Qiuju Yang,Baohua Su,Hao Jia,MA Hui-rong,Weilan Yuan,Junhui Gao,Feifei Ding,Yue Xu,Huifeng Wang,Jiangman Zhao,Bingqiang Li","https://github.com/pandas-dev/pandas, https://pypi.org/project/pandas/",DanielGarijo,,nan,Python,"PANDAseq,PANDA GRN,Pandas”,panda: pipeline for analyzing brain diffusion images,PANDAseq2,ANDA,PANDA+,PANDASEQ,Pandat,pandaCam,Panda3D,PANDA-T1ρ,Pandda,PANDAR,PANDAS,pandas,PANDA),Pandas4,PandaT,PANDA seq,pandaseq,pandaR,Pandanus,PandaX-II,panda,pandas®,PANDAT,Pandaset,Pandaæsim,Pandas32,pandas0,PANDANA,PANDAse,PANDA (Pipeline for Analyzing braiN Diffusion imAges),PANDA: a pipeline tool for diffusion MRI,PAND,PANDABox,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDASeq2,PandaS,PandaEPL,PANDASeq,PANDAseq),rpanda,pipeline for analyzing brain diffusion images,Pandat®,Mpanda,RPANDA,PANDAs,Panda-seq,PandaSeq2,Pandas,PandaSeq,iPANDA,PANDAbox,panda-tool,Pandas-0,Pandas©,Pipeline for Analyzing braiN Diffusion imAges,pandaSeq,Pandaseq,PANDA: Pipeline for Analyzing braiN Diffusion imAges,Pand,PandaX,pandda,PANDAA,iPanda,Panda3d,panda (pipeline for analyzing brain diffusion images)",,,,,
440,panda,10.3389/fnbeh.2021.709775,"The following data analysis and visualization was performed with R (R Core Team, 2020; version 3.4.2) and Python (version 3.8), using the panda package (version 1.2.3).","https://openalex.org/A5010044381,https://openalex.org/A5058570603,https://openalex.org/A5010834901,https://openalex.org/A5058162771,https://openalex.org/A5061905139,https://openalex.org/A5064129096,https://openalex.org/A5043551203","Pia Kahnau,Anja Guenther,Marcus N. Boon,Janine Denise Terzenbach,Eric Hanitzsch,Lars Lewejohann,Vera Brust","https://github.com/pandas-dev/pandas, https://pypi.org/project/pandas/",DanielGarijo,,nan,Python,"PANDAseq,PANDA GRN,Pandas”,panda: pipeline for analyzing brain diffusion images,PANDAseq2,ANDA,PANDA+,PANDASEQ,Pandat,pandaCam,Panda3D,PANDA-T1ρ,Pandda,PANDAR,PANDAS,pandas,PANDA),Pandas4,PandaT,PANDA seq,pandaseq,pandaR,Pandanus,PandaX-II,panda,pandas®,PANDAT,Pandaset,Pandaæsim,Pandas32,pandas0,PANDANA,PANDAse,PANDA (Pipeline for Analyzing braiN Diffusion imAges),PANDA: a pipeline tool for diffusion MRI,PAND,PANDABox,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDASeq2,PandaS,PandaEPL,PANDASeq,PANDAseq),rpanda,pipeline for analyzing brain diffusion images,Pandat®,Mpanda,RPANDA,PANDAs,Panda-seq,PandaSeq2,Pandas,PandaSeq,iPANDA,PANDAbox,panda-tool,Pandas-0,Pandas©,Pipeline for Analyzing braiN Diffusion imAges,pandaSeq,Pandaseq,PANDA: Pipeline for Analyzing braiN Diffusion imAges,Pand,PandaX,pandda,PANDAA,iPanda,Panda3d,panda (pipeline for analyzing brain diffusion images)",,,,,
441,panda,10.3389/fphys.2017.00354,"Bio-analysis was performed under Ubuntu 16.04 LTS Docker image (Hung et al., 2016) within a custom Python (Python Software Foundation, 2015) scripts using the packages biopython, pyexcel, csv, collection, panda, and matplotlib and R v3.3.1 (R Core Team, 2016) scripts within the ggplot2 and plotrix libraries","https://openalex.org/A5030475841,https://openalex.org/A5012278873,https://openalex.org/A5039846752,https://openalex.org/A5045094860,https://openalex.org/A5024864467,https://openalex.org/A5075295489,https://openalex.org/A5056969160,https://openalex.org/A5061325377,https://openalex.org/A5002649530,https://openalex.org/A5041196009","Rahim Dad Brohi,Li Wang,Najla Ben Hassine,Jiang Cao,Hira Sajjad Talpur,Di Wu,Chun–Jie Huang,Zia Ur Rehman,Dinesh Bhattarai,Li‐Jun Huo","https://github.com/pandas-dev/pandas, https://pypi.org/project/pandas/",DanielGarijo,,nan,R,"PANDAseq,PANDA GRN,Pandas”,panda: pipeline for analyzing brain diffusion images,PANDAseq2,ANDA,PANDA+,PANDASEQ,Pandat,pandaCam,Panda3D,PANDA-T1ρ,Pandda,PANDAR,PANDAS,pandas,PANDA),Pandas4,PandaT,PANDA seq,pandaseq,pandaR,Pandanus,PandaX-II,panda,pandas®,PANDAT,Pandaset,Pandaæsim,Pandas32,pandas0,PANDANA,PANDAse,PANDA (Pipeline for Analyzing braiN Diffusion imAges),PANDA: a pipeline tool for diffusion MRI,PAND,PANDABox,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDASeq2,PandaS,PandaEPL,PANDASeq,PANDAseq),rpanda,pipeline for analyzing brain diffusion images,Pandat®,Mpanda,RPANDA,PANDAs,Panda-seq,PandaSeq2,Pandas,PandaSeq,iPANDA,PANDAbox,panda-tool,Pandas-0,Pandas©,Pipeline for Analyzing braiN Diffusion imAges,pandaSeq,Pandaseq,PANDA: Pipeline for Analyzing braiN Diffusion imAges,Pand,PandaX,pandda,PANDAA,iPanda,Panda3d,panda (pipeline for analyzing brain diffusion images)",,,,,
442,pandas,10.1021/acsomega.1c00991,"All calculations were done in a Python environment using the numpy, pandas, and ase packages for basic data manipulation and structure file handling; plotting was done with matplotlib","https://openalex.org/A5063246921,https://openalex.org/A5024700821","Felix Mayr,Alessio Gagliardi","https://github.com/pandas-dev/pandas, https://pypi.org/project/pandas/",DanielGarijo,,nan,Python,"PANDAseq,Pandas”,panda: pipeline for analyzing brain diffusion images,pandastable,PANDAseq2,PANDAseq33,pandas Python package,PANDA+,Panda,Python pandas package,Pandat,python pandas,PANDASEQ,PANDAseq28,Pandda,PANDAR,pandas,PANDA),Pandas4,PandaT,Pandas qcut,pandas Python library,pandaseq,pandaR,panda,PANDAseq57,pandas®,PANDAT,Pandaset,ANDAS,Pandas32,Python pandas,pandas0,PANDAse,PandaSeq32,PAND,Pandas9,PandaR,panda: a pipeline tool for diffusion mri,PANDDA,PANDAseq38,PANDASeq36,PANDASeq2,PandaS,PANDAseq42,PANDASeq,PANDAseq),pipeline for analyzing brain diffusion images,PANDAs,PandaSeq2,Pandas,PandaSeq,PANDA,panda-tool,Pandas-0,Pandas©,PANDAs PDA,Python package pandas,Pandaseq,Pand,PandaX,pandda,pandas Python,PandasTools,PANDAA,python pandas scripts,PANDAS,PANDAs PtDA,panda (pipeline for analyzing brain diffusion images)",,,,,
