id,name,doi,paragraph,authors_oa,authors,field/topic/keywords,url (ground truth),reference,annotator,comments,candidate_urls,probability (ground truth)
92,STAR package,10.1186/s12920-021-01041-7,Read quantification was conducted and aligned to the GENCODE v28 (HG38) reference genome using STAR package [16],"https://openalex.org/A5041038540,https://openalex.org/A5001347503,https://openalex.org/A5046682255,https://openalex.org/A5064124612,https://openalex.org/A5006598488,https://openalex.org/A5006726610,https://openalex.org/A5037750455,https://openalex.org/A5086034125","Ranjit S. Pelia,Suresh Venkateswaran,Jonathan Matthews,Yael Haberman,David J. Cutler,Jeffrey S. Hyams,Lee A. Denson,Subra Kugathasan","Non-coding RNA,Inflammatory bowel disease,Disease,Epigenetics,Biology,Fold change",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
93,STAR package,10.1186/s13059-021-02364-5,"In brief, STARsolo from STAR package v2.7.5c [14] and Cell Ranger v2.1.1 and scSNV were limited to at most 24 threads","https://openalex.org/A5082524303,https://openalex.org/A5035902940,https://openalex.org/A5056959902,https://openalex.org/A5040890688","Gavin Wilson,Mathieu Derouet,Gail Darling,Jonathan C. Yeung","Biology,Computational biology,RNA-Seq,Human genetics,Pipeline (software)",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
94,star,10.1111/acel.12739,"Illumina sequencing reads were mapped to the annotated Mlig_3_7 genome assembly (Wudarski et al., 2017) using star v.2.5.2b (Dobin et al., 2013) in the transcriptome quantification mode with following parameters “–outFilterMultimapNmax 30 –outFilterMismatchNmax 5 –quantMode TranscriptomeSAM.” To generate read counts for transcript clusters, the resulting bam files were processed by Corset v.1.06 (Davidson & Oshlack, 2014)","https://openalex.org/A5013933341,https://openalex.org/A5054508383,https://openalex.org/A5016131726,https://openalex.org/A5050979301,https://openalex.org/A5008179774","Stijn Mouton,Magda Grudniewska,Lisa Glazenburg,Victor Guryev,Eugène Berezikov","Flatworm,Biology,Regeneration (biology),Germline,Caenorhabditis elegans",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
95,star,10.1111/acel.12739,"Annotated genomes were retrieved from Ensembl, and RNA‐seq data were mapped and quantified using star v.2.5.2b (Dobin et al., 2013).","https://openalex.org/A5013933341,https://openalex.org/A5054508383,https://openalex.org/A5016131726,https://openalex.org/A5050979301,https://openalex.org/A5008179774","Stijn Mouton,Magda Grudniewska,Lisa Glazenburg,Victor Guryev,Eugène Berezikov","Flatworm,Biology,Regeneration (biology),Germline,Caenorhabditis elegans",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
96,star,10.1186/s13015-016-0068-6,"Suffix arrays are used in such programs as segemehl [3], last [4], mummer [5], reputer [6], star [7], and as an initial stage in recent versions of gsnap [8], which also employs hash tables for more complex alignments.",https://openalex.org/A5022934719,Thomas D. Wu,"Suffix array,Compressed suffix array,Computer science,Search engine indexing,String (physics),Byte,Suffix,Generalized suffix tree,Genome,Character (mathematics)",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
97,star,10.1186/s12885-017-3237-1,Raw fastq files were obtained for each sample and aligned to the Homo sapiens reference using star [12],"https://openalex.org/A5031509981,https://openalex.org/A5040171040,https://openalex.org/A5033135467,https://openalex.org/A5057679820,https://openalex.org/A5006599402,https://openalex.org/A5030413393,https://openalex.org/A5075717157,https://openalex.org/A5010230522,https://openalex.org/A5056796466,https://openalex.org/A5032756469,https://openalex.org/A5072853514","Bojana Jovanović,Quanhu Sheng,Robert S. Seitz,Kasey Lawrence,Stephan W. Morris,Lance R. Thomas,David R. Hout,Brock L. Schweitzer,Yan Guo,Jennifer A. Pietenpol,Brian D. Lehmann","Subtyping,Triple-negative breast cancer,Concordance,Breast cancer,RNA,Biology",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
98,star,10.1186/s12920-021-01022-w,"After quality control and trimming, the reads were mapped to the human genome (ENSEMBL-grch38release 91) using the star version 2.5.2a aligner and gene abundance was estimated with python version 2.7.11, and htseq version 0.11.0","https://openalex.org/A5026065810,https://openalex.org/A5006823789,https://openalex.org/A5039806235,https://openalex.org/A5087254915,https://openalex.org/A5048325890","Johanna Bensalel,Hongyuan Xu,Michael L. Lu,Enrico Capobianco,Jianning Wei","Biology,Huntingtin,Transcriptome,Gene,Genetics",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
99,star,10.1099/mgen.0.000319,"grubii H99 (CNA3, GCA_000149245.3) [22] or Bt85 (Cryp_neof_Bt85_V1, GCA_002215835.1) [16] genome using star (v 2.5.3a) [23] for RNA-Seq mapping, following ‘Alternate Protocol 7’ for star alignment with transcript coordinate output and with rsem (v1.2.31) quantification [24]","https://openalex.org/A5061166006,https://openalex.org/A5045483608,https://openalex.org/A5070261986,https://openalex.org/A5061409450,https://openalex.org/A5050057628,https://openalex.org/A5007747543,https://openalex.org/A5089720853,https://openalex.org/A5028777325,https://openalex.org/A5009421399","Yu Chen,Chen Yuan,Christopher A. Desjardins,Jennifer L. Tenor,Dena L. Toffaletti,Charles Giamberardino,Anastasia P. Litvintseva,John R. Perfect,Christina A. Cuomo","Biology,Cryptococcus neoformans,Gene expression,Gene,Transcriptome,Pathogenic fungus",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
100,STAR RNA-seq aligner package,10.1371/journal.pone.0239938,taurus UMD 3.1.1) [35] obtained from Ensembl [36] using the STAR RNA-seq aligner package (version 2.5.3a) [37],"https://openalex.org/A5045187716,https://openalex.org/A5020426067,https://openalex.org/A5043932347,https://openalex.org/A5076034149,https://openalex.org/A5076515072,https://openalex.org/A5007656234","Jayne E Wiarda,Paola M. Boggiatto,Darrell O. Bayles,W. Ray Waters,Tyler C. Thacker,Mitchell V. Palmer","Biology,Mycobacterium bovis,Immune system,Innate immune system,Transcriptome,Tuberculosis,Immunology,Disease",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
101,DNA STAR package,10.1186/1471-2148-14-143,"Forward and reverse sequences were assembled and edited with SeqMan (DNA STAR package; DNAStar Inc., Madison, WI, USA).","https://openalex.org/A5058116055,https://openalex.org/A5031893234,https://openalex.org/A5015153358,https://openalex.org/A5046455591,https://openalex.org/A5045479445,https://openalex.org/A5079652183,https://openalex.org/A5065182819","Qing Cai,R. E. Tulloss,Li Tang,Tolgor Bau,Ping Zhang,Zuo H. Chen,Zhu L. Yang","Biology,Monophyly,Synapomorphy,Biogeography,Phylogenetic tree",https://www.dnastar.com/,,JelenaDjuric,Website,https://www.dnastar.com/,1
102,DNA STAR package,10.3897/phytokeys.96.23470,"Sequences were assembled and edited with SeqMan (DNA STAR package; DNA StarInc., Madison, WI, USA), aligned by Bio Edit (Hall 1999) and adjusted manually where necessary","https://openalex.org/A5019857507,https://openalex.org/A5088282123,https://openalex.org/A5023231396,https://openalex.org/A5060654286,https://openalex.org/A5004551670,https://openalex.org/A5043818829,https://openalex.org/A5054476231","Morigengaowa,Jianxun Luo,R. Knapp,Hong‐Jin Wei,Baodong Liu,Yue‐Hong Yan,Hui Shang","Herbarium,Synonym (taxonomy),DNA barcoding,Morphology (biology),Biology,Phylogenetic tree",https://www.dnastar.com/,,JelenaDjuric,Website,https://www.dnastar.com/,1
103,DNA STAR package,10.1371/journal.pone.0026543,Neighbor Joining (NJ) tree were constructed using ClustalX protocol from the DNA STAR package,"https://openalex.org/A5016789606,https://openalex.org/A5082550238,https://openalex.org/A5023202017,https://openalex.org/A5055158439,https://openalex.org/A5058098434,https://openalex.org/A5019521298","Daniela Häming,Marcos Simões-Costa,Benjamin R. Uy,Jonathan E. Valencia,Tatjana Sauka‐Spengler,Marianne Bronner‐Fraser","Lamprey,Neural crest,Biology,Vertebrate,Neural tube,Neuroscience,Chordate,Anatomy",https://www.dnastar.com/,,JelenaDjuric,Website,https://www.dnastar.com/,1
104,DNA STAR package,10.1371/journal.pone.0175338,"Forward and reverse sequence chromatograms at each locus were assembled and checked for signal quality using SeqMan (DNA STAR package, DNAStar Inc., Madison, WI, USA)","https://openalex.org/A5072657352,https://openalex.org/A5089038469,https://openalex.org/A5073118453,https://openalex.org/A5010802601","Aisuo Wang,David Gopurenko,Hanwen Wu,Brendan J. Lepschi","Biology,DNA barcoding,Invasive species,Weed",https://www.dnastar.com/,,JelenaDjuric,Website,https://www.dnastar.com/,1
105,DNA STAR package,10.3390/ijms13078740,"Sequences were assembled and edited using SeqMan (DNA STAR package, DNAStar Inc., Madison, WI, USA)","https://openalex.org/A5085352453,https://openalex.org/A5045326231,https://openalex.org/A5028652883,https://openalex.org/A5002089892","Jie Liu,Jim Provan,Lian‐Ming Gao,De-Zhui Li","Indel,DNA barcoding,Biology,Population,Sampling (signal processing),Taxon,Evolutionary biology,Monophyly",https://www.dnastar.com/,,JelenaDjuric,Website,https://www.dnastar.com/,1
106,Spliced Transcripts Alignment to a Reference (STAR),10.1186/s40478-018-0519-z,Sequencing raw reads were mapped to the Ensemble RN5 genome with Spliced Transcripts Alignment to a Reference (STAR) software (version 2.3.0e_r291) [24] with parameter alignIntronMax 1 to prohibit splicing and allow genomic mapping,"https://openalex.org/A5051493682,https://openalex.org/A5025532964,https://openalex.org/A5059094848,https://openalex.org/A5017271798,https://openalex.org/A5045775423,https://openalex.org/A5074902769,https://openalex.org/A5040593045,https://openalex.org/A5066663995,https://openalex.org/A5047977221,https://openalex.org/A5091914497","Anssi Lipponen,Assam El‐Osta,Antony Kaspi,Mark Ziemann,Ishant Khurana,K N Harikrishnan,Vicente Navarro-Ferrandis,Noora Puhakka,Jussi Paananen,Asla Pitkänen","DNA methylation,Transcription factor,Transcriptome,PAX6,Traumatic brain injury",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
107,Spliced Transcripts Alignment to a Reference (STAR),10.1186/s40478-016-0338-z,"For this analysis, we directly aligned all reads from these datasets to an alignment index containing the human genome plus a library of 740 virus genomes (including sequences from all known human viruses documented by NCBI) using the Spliced Transcripts Alignment to a Reference (STAR) aligner","https://openalex.org/A5053490217,https://openalex.org/A5023422166,https://openalex.org/A5084051442,https://openalex.org/A5077402829,https://openalex.org/A5089449964,https://openalex.org/A5088041804,https://openalex.org/A5074051253,https://openalex.org/A5002551784","Michael J. Strong,Eugene Blanchard,Zhen Lin,Cindy A. Morris,Melody Baddoo,Christopher M. Taylor,Marcus L. Ware,Erik K. Flemington","Deep sequencing,DNA sequencing,Computational biology,Human virome,Biology",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
108,Spliced Transcripts Alignment to a Reference (STAR),10.18632/aging.102840,"Reads were aligned to the Human reference genome (GRCh37) using the Spliced Transcripts Alignment to a Reference (STAR) software v2.5 [47], then summarized as gene-level counts using featureCounts 1.4.4 [48]","https://openalex.org/A5081542125,https://openalex.org/A5047225720,https://openalex.org/A5015978195,https://openalex.org/A5001700176,https://openalex.org/A5036840732,https://openalex.org/A5047141421,https://openalex.org/A5021195592,https://openalex.org/A5050607848,https://openalex.org/A5072613176,https://openalex.org/A5037628555","Ignazio S. Piras,Christiane Bleul,Joshua S. Talboom,Matthew De Both,Isabelle Schrauwen,Glenda M. Halliday,Amanda Myers,Geidy E. Serrano,Thomas G. Beach,Matthew J. Huentelman","Cell type,Biology,Gene expression,Gene",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
109,Spliced Transcripts Alignment to a Reference (STAR),10.18632/aging.102968,"The reads were aligned to the UCSC reference human genome 19 (hg19) using Spliced Transcripts Alignment to a Reference (STAR) software v2.3.1 (DNASTAR, Inc","https://openalex.org/A5057209439,https://openalex.org/A5063855097,https://openalex.org/A5037099047,https://openalex.org/A5064380788,https://openalex.org/A5042275051,https://openalex.org/A5091395657,https://openalex.org/A5020232250,https://openalex.org/A5001741661,https://openalex.org/A5056810676","Jian Zhang,Tao Xie,Xi Zhong,Huali Jiang,Rong Li,Baiyao Wang,Xiaoting Huang,Bohong Cen,Yawei Yuan","Nasopharyngeal carcinoma,Wnt signaling pathway,Melatonin,Cisplatin,Cancer research,Catenin,Signal transduction",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
110,Spliced Transcripts Alignment to a Reference (STAR),10.3390/ani11041131,The clean reads were mapped to the unigenes from full-length transcriptome by Spliced Transcripts Alignment to a Reference (STAR) [26].,"https://openalex.org/A5051160500,https://openalex.org/A5087290644,https://openalex.org/A5010015600,https://openalex.org/A5004017901,https://openalex.org/A5077811785,https://openalex.org/A5008346736,https://openalex.org/A5021901509,https://openalex.org/A5029462795","Xinghua Lin,Dayan Zhou,Xiaomin Zhang,Guangli Li,Yulei Zhang,Cailin Huang,Zhixin Zhang,Changxu Tian","Catfish,Biology,KEGG,Transcriptome,Danio,Gene",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
111,Spliced Transcripts Alignment to a Reference (STAR),10.1186/s12915-016-0279-9,"Reads were subsequently mapped with Spliced Transcripts Alignment to a Reference (STAR) [92], and gene expression analysis was carried out using HTSeq [93] and DESeq2 [94] with conditional quantile normalization [95]","https://openalex.org/A5046162654,https://openalex.org/A5015256307,https://openalex.org/A5028106202,https://openalex.org/A5038516654,https://openalex.org/A5029149817,https://openalex.org/A5017751776,https://openalex.org/A5001821816","Georg M. Bruun,Thomas Koed Doktor,Jonas Borch-Jensen,Akio Matsubara,Adrian R. Krainer,Kinji Ohno,Brage S. Andresen","RNA splicing,Biology,Exon,Splice site mutation,Genetics,Alternative splicing,Intron,Exon skipping,Binding site,Minigene",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
112,(STAR,10.3389/fphys.2020.623190,"Next, the two reads per sample (R1 and R2) were mapped to the mouse reference genome (build GRCm38/mm10) using Spliced Transcripts Alignment to a Reference (STAR version 2.6.1) (Dobin et al., 2013)","https://openalex.org/A5059033144,https://openalex.org/A5079681851,https://openalex.org/A5077847735,https://openalex.org/A5025018584,https://openalex.org/A5029872038,https://openalex.org/A5068456606,https://openalex.org/A5019968053,https://openalex.org/A5045910514,https://openalex.org/A5033233937,https://openalex.org/A5051953374","Marta Pérez-Hernández,Grecia M Marrón-Liñares,Florencia Schlamp,Adriana Heguy,Chantal J.M. van Opbergen,Valeria Mezzano,Mingliang Zhang,Feng-Xia Liang,Marina Cerrone,Mario Delmar","Transcriptome,Myocyte,Biology,Inflammation",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
113,(STAR,10.1038/s41598-021-86032-5,"Then, the high-quality reads were aligned to the reference genome (hg19) using Spliced Transcripts Alignment to a Reference (STAR) with the parameter –quantMode GeneCounts for gene-level quantification and otherwise default parameters","https://openalex.org/A5038321079,https://openalex.org/A5080725960,https://openalex.org/A5038168057,https://openalex.org/A5024297412,https://openalex.org/A5023915084,https://openalex.org/A5035613777,https://openalex.org/A5082251197,https://openalex.org/A5010029002","Timothy Warwick,Marcel H. Schulz,Stefan Günther,Ralf Gilsbach,Antonio Neme,Carsten Carlberg,Ralf P. Brandes,Sabine Seuter","Calcitriol receptor,Transcription factor,Biology,Transcriptome,ETS1",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
114,stars,10.1186/s12915-021-01043-y,Segmentation maps were converted to polygons in R using packages sf [9] and stars [24],"https://openalex.org/A5044592324,https://openalex.org/A5036518137,https://openalex.org/A5009002591,https://openalex.org/A5012598255,https://openalex.org/A5064177146,https://openalex.org/A5055046375,https://openalex.org/A5047767370,https://openalex.org/A5011860225,https://openalex.org/A5074498599","Matthijs J.D. Baars,Neeraj Sinha,Mojtaba Amini,Annelies Pieterman-Bos,Stephanie van Dam,Maroussia M. P. Ganpat,Miangela M. Laclé,Bas Oldenburg,Yvonne Vercoulen","Segmentation,Multiplex,Mass cytometry,Biology","https://r-spatial.github.io/stars/,https://cran.r-project.org/package=stars,https://github.com/r-spatial/stars/",,JelenaDjuric,,https://r-spatial.github.io/stars/,1
115,stars,10.1186/s12915-021-01043-y,Segmentation maps were converted to polygons in R using packages sf [9] and stars [24],"https://openalex.org/A5044592324,https://openalex.org/A5036518137,https://openalex.org/A5009002591,https://openalex.org/A5012598255,https://openalex.org/A5064177146,https://openalex.org/A5055046375,https://openalex.org/A5047767370,https://openalex.org/A5011860225,https://openalex.org/A5074498599","Matthijs J.D. Baars,Neeraj Sinha,Mojtaba Amini,Annelies Pieterman-Bos,Stephanie van Dam,Maroussia M. P. Ganpat,Miangela M. Laclé,Bas Oldenburg,Yvonne Vercoulen","Segmentation,Multiplex,Mass cytometry,Biology","https://r-spatial.github.io/stars/,https://cran.r-project.org/package=stars,https://github.com/r-spatial/stars/",,JelenaDjuric,,https://cran.r-project.org/package=stars,1
116,stars,10.1186/s12915-021-01043-y,Segmentation maps were converted to polygons in R using packages sf [9] and stars [24],"https://openalex.org/A5044592324,https://openalex.org/A5036518137,https://openalex.org/A5009002591,https://openalex.org/A5012598255,https://openalex.org/A5064177146,https://openalex.org/A5055046375,https://openalex.org/A5047767370,https://openalex.org/A5011860225,https://openalex.org/A5074498599","Matthijs J.D. Baars,Neeraj Sinha,Mojtaba Amini,Annelies Pieterman-Bos,Stephanie van Dam,Maroussia M. P. Ganpat,Miangela M. Laclé,Bas Oldenburg,Yvonne Vercoulen","Segmentation,Multiplex,Mass cytometry,Biology","https://r-spatial.github.io/stars/,https://cran.r-project.org/package=stars,https://github.com/r-spatial/stars/",,JelenaDjuric,,https://github.com/r-spatial/stars/,1
117,stars,10.1371/journal.pone.0247535,"The foot package is coded entirely in the R statistical computing language, making use of the sf, stars, and lwgeom packages [27–29] to access external spatial data libraries.","https://openalex.org/A5013702813,https://openalex.org/A5026395399","Warren C. Jochem,Andrew J. Tatem","Footprint,Raster graphics,Zoning,Computer science,Scale (ratio)","https://r-spatial.github.io/stars/,https://cran.r-project.org/package=stars,https://github.com/r-spatial/stars/",,JelenaDjuric,,https://r-spatial.github.io/stars/,1
118,stars,10.1371/journal.pone.0247535,"The foot package is coded entirely in the R statistical computing language, making use of the sf, stars, and lwgeom packages [27–29] to access external spatial data libraries.","https://openalex.org/A5013702813,https://openalex.org/A5026395399","Warren C. Jochem,Andrew J. Tatem","Footprint,Raster graphics,Zoning,Computer science,Scale (ratio)","https://r-spatial.github.io/stars/,https://cran.r-project.org/package=stars,https://github.com/r-spatial/stars/",,JelenaDjuric,,https://cran.r-project.org/package=stars,1
119,stars,10.1371/journal.pone.0247535,"The foot package is coded entirely in the R statistical computing language, making use of the sf, stars, and lwgeom packages [27–29] to access external spatial data libraries.","https://openalex.org/A5013702813,https://openalex.org/A5026395399","Warren C. Jochem,Andrew J. Tatem","Footprint,Raster graphics,Zoning,Computer science,Scale (ratio)","https://r-spatial.github.io/stars/,https://cran.r-project.org/package=stars,https://github.com/r-spatial/stars/",,JelenaDjuric,,https://github.com/r-spatial/stars/,1
120,stars,10.1371/journal.pone.0253148,"All statistical analyses were performed using R [39], and in addition to the packages mentioned previously, we used ggspatial [52], ggplot2 [53], stars [54], tidyverse [55], viridis [56].","https://openalex.org/A5079982401,https://openalex.org/A5024327010,https://openalex.org/A5073110322","Julia Carolina Mata,Robert Buitenwerf,Jens‐Christian Svenning","Wildlife,Habitat,Ecology,Restoration ecology,Geography","https://r-spatial.github.io/stars/,https://cran.r-project.org/package=stars,https://github.com/r-spatial/stars/",,JelenaDjuric,,https://r-spatial.github.io/stars/,1
121,stars,10.1371/journal.pone.0253148,"All statistical analyses were performed using R [39], and in addition to the packages mentioned previously, we used ggspatial [52], ggplot2 [53], stars [54], tidyverse [55], viridis [56].","https://openalex.org/A5079982401,https://openalex.org/A5024327010,https://openalex.org/A5073110322","Julia Carolina Mata,Robert Buitenwerf,Jens‐Christian Svenning","Wildlife,Habitat,Ecology,Restoration ecology,Geography","https://r-spatial.github.io/stars/,https://cran.r-project.org/package=stars,https://github.com/r-spatial/stars/",,JelenaDjuric,,https://cran.r-project.org/package=stars,1
122,stars,10.1371/journal.pone.0253148,"All statistical analyses were performed using R [39], and in addition to the packages mentioned previously, we used ggspatial [52], ggplot2 [53], stars [54], tidyverse [55], viridis [56].","https://openalex.org/A5079982401,https://openalex.org/A5024327010,https://openalex.org/A5073110322","Julia Carolina Mata,Robert Buitenwerf,Jens‐Christian Svenning","Wildlife,Habitat,Ecology,Restoration ecology,Geography","https://r-spatial.github.io/stars/,https://cran.r-project.org/package=stars,https://github.com/r-spatial/stars/",,JelenaDjuric,,https://github.com/r-spatial/stars/,1
123,stars,10.1371/journal.pone.0258031,"We used publicly available packages for the statistical software R (version 4.0.0) [62] and packages tidyverse, PropCIs, ggmap, sf, stars, raster, akima, and adehabitatHR to conduct our GIS and statistical analyses","https://openalex.org/A5037799026,https://openalex.org/A5068536572,https://openalex.org/A5044513551,https://openalex.org/A5051585211,https://openalex.org/A5053540460,https://openalex.org/A5020743541,https://openalex.org/A5038634412,https://openalex.org/A5049890809,https://openalex.org/A5015313746","Ryan Takeshita,Brian C. Balmer,Francesca Messina,Eric S. Zolman,Len Thomas,Randall S. Wells,Cynthia R. Smith,Teresa K. Rowles,Lori H. Schwacke","Salinity,Estuary,Bay","https://r-spatial.github.io/stars/,https://cran.r-project.org/package=stars,https://github.com/r-spatial/stars/",,JelenaDjuric,,https://r-spatial.github.io/stars/,1
124,stars,10.1371/journal.pone.0258031,"We used publicly available packages for the statistical software R (version 4.0.0) [62] and packages tidyverse, PropCIs, ggmap, sf, stars, raster, akima, and adehabitatHR to conduct our GIS and statistical analyses","https://openalex.org/A5037799026,https://openalex.org/A5068536572,https://openalex.org/A5044513551,https://openalex.org/A5051585211,https://openalex.org/A5053540460,https://openalex.org/A5020743541,https://openalex.org/A5038634412,https://openalex.org/A5049890809,https://openalex.org/A5015313746","Ryan Takeshita,Brian C. Balmer,Francesca Messina,Eric S. Zolman,Len Thomas,Randall S. Wells,Cynthia R. Smith,Teresa K. Rowles,Lori H. Schwacke","Salinity,Estuary,Bay","https://r-spatial.github.io/stars/,https://cran.r-project.org/package=stars,https://github.com/r-spatial/stars/",,JelenaDjuric,,https://cran.r-project.org/package=stars,1
125,stars,10.1371/journal.pone.0258031,"We used publicly available packages for the statistical software R (version 4.0.0) [62] and packages tidyverse, PropCIs, ggmap, sf, stars, raster, akima, and adehabitatHR to conduct our GIS and statistical analyses","https://openalex.org/A5037799026,https://openalex.org/A5068536572,https://openalex.org/A5044513551,https://openalex.org/A5051585211,https://openalex.org/A5053540460,https://openalex.org/A5020743541,https://openalex.org/A5038634412,https://openalex.org/A5049890809,https://openalex.org/A5015313746","Ryan Takeshita,Brian C. Balmer,Francesca Messina,Eric S. Zolman,Len Thomas,Randall S. Wells,Cynthia R. Smith,Teresa K. Rowles,Lori H. Schwacke","Salinity,Estuary,Bay","https://r-spatial.github.io/stars/,https://cran.r-project.org/package=stars,https://github.com/r-spatial/stars/",,JelenaDjuric,,https://github.com/r-spatial/stars/,1
126,stars,10.3390/e22090937,"Input data can be either a matrix, array, object from the raster package (RasterLayer, RasterStack, RasterBrick), or from the stars package [43,44]","https://openalex.org/A5014806603,https://openalex.org/A5074601006","Jakub Nowosad,Peichao Gao","Boltzmann constant,Entropy (arrow of time),Statistical physics,Boltzmann's entropy formula","https://r-spatial.github.io/stars/,https://cran.r-project.org/package=stars,https://github.com/r-spatial/stars/",,JelenaDjuric,,https://r-spatial.github.io/stars/,1
127,stars,10.3390/e22090937,"Input data can be either a matrix, array, object from the raster package (RasterLayer, RasterStack, RasterBrick), or from the stars package [43,44]","https://openalex.org/A5014806603,https://openalex.org/A5074601006","Jakub Nowosad,Peichao Gao","Boltzmann constant,Entropy (arrow of time),Statistical physics,Boltzmann's entropy formula","https://r-spatial.github.io/stars/,https://cran.r-project.org/package=stars,https://github.com/r-spatial/stars/",,JelenaDjuric,,https://cran.r-project.org/package=stars,1
128,stars,10.3390/e22090937,"Input data can be either a matrix, array, object from the raster package (RasterLayer, RasterStack, RasterBrick), or from the stars package [43,44]","https://openalex.org/A5014806603,https://openalex.org/A5074601006","Jakub Nowosad,Peichao Gao","Boltzmann constant,Entropy (arrow of time),Statistical physics,Boltzmann's entropy formula","https://r-spatial.github.io/stars/,https://cran.r-project.org/package=stars,https://github.com/r-spatial/stars/",,JelenaDjuric,,https://github.com/r-spatial/stars/,1
129,STAR) aligner,10.1093/gigascience/giy092,"We demonstrate that hot-starting from a saved container checkpoint can significantly reduce the execution time using the spliced transcripts alignment to a reference (STAR) aligner [14, 15] for RNA-seq data analyses","https://openalex.org/A5050437155,https://openalex.org/A5012172477,https://openalex.org/A5021815916,https://openalex.org/A5021881439","Pai Zhang,Ling‐Hong Hung,Wes Lloyd,Ka Yee Yeung","Computer science,Initialization,Container (type theory),Cloud computing,Operating system,Workflow,Software",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
130,STAR),10.1002/advs.202000593,Spliced trans alignment to a reference (STAR) (v2.4.2a) software was used to perform sequence alignment on the clean reads of each sample,"https://openalex.org/A5018192589,https://openalex.org/A5056445876,https://openalex.org/A5057171303,https://openalex.org/A5031993303,https://openalex.org/A5015853595,https://openalex.org/A5049317673","Ziyang Wang,Chunjie Sheng,Guangyan Kan,Chen Yao,Rong Geng,Shuai Chen","Gene knockdown,Small hairpin RNA,RNA interference,Cancer research,Carcinogenesis,Cell growth,Biology,Downregulation and upregulation",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
131,STAR),10.1093/gigascience/giy092,"As a proof-of-concept example, we create a hot-start container for the spliced transcripts alignment to a reference (STAR) aligner and deploy this container to align RNA sequencing data","https://openalex.org/A5050437155,https://openalex.org/A5012172477,https://openalex.org/A5021815916,https://openalex.org/A5021881439","Pai Zhang,Ling‐Hong Hung,Wes Lloyd,Ka Yee Yeung","Computer science,Initialization,Container (type theory),Cloud computing,Operating system,Workflow,Software",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
132,Star,10.1186/s40478-016-0364-x,"Reads were aligned using the Star 2.3.1 l aligner [51] to the ensemble reference, in which two mismatches were allowed","https://openalex.org/A5051011523,https://openalex.org/A5039953079,https://openalex.org/A5057076918,https://openalex.org/A5045617609,https://openalex.org/A5001009159,https://openalex.org/A5037750452,https://openalex.org/A5088711187,https://openalex.org/A5080369012,https://openalex.org/A5086342180,https://openalex.org/A5019866348,https://openalex.org/A5001954826,https://openalex.org/A5029380319,https://openalex.org/A5053296448,https://openalex.org/A5014763110","Annika Scheffold,Inge R. Holtman,Sandra Dieni,Nieske Brouwer,Sarah‐Fee Katz,Billy Michael Chelliah Jebaraj,Philipp J. Kahle,Bastian Hengerer,André Lechel,Stephan Stilgenbauer,Erik Boddeke,Bart J. L. Eggen,K. Lenhard Rudolph,Knut Biber","Telomere,Microglia,Ageing,Genetically modified mouse,Transgene",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
133,Star,10.1186/1751-0147-53-57,"The chromatogram was analysed by means of the program Star 5.5 (Varian), with the internal standard as reference peak","https://openalex.org/A5033467199,https://openalex.org/A5056972779,https://openalex.org/A5086475980,https://openalex.org/A5063378305","Katja Stoeckel,Leif Højvang Nielsen,Herbert Fuhrmann,Lisa Bachmann","Fish oil,Composition (language),Food science,Docosahexaenoic acid",https://github.com/alexdobin/STAR,,JelenaDjuric,,https://github.com/alexdobin/STAR,1
